Date,VMName,UsedDiskSpaceGB,HardDiskCount,HardDiskData,TotalDiskSpaceGB
Tuesday-August-3,Copy-El-Reyada-VM-EcJu,N/A,1,HD#1: 1024 GB,1024
Tuesday-August-3,Axapta-DB-IGI-9LD9,N/A,2,"HD#1: 100 GB, HD#2: 100 GB",200
Tuesday-August-3,Family-Corp-SAP-Router-Vtvz,N/A,1,HD#1: 25 GB,25
Tuesday-August-3,NFS-Shared-eg7E,N/A,2,"HD#1: 60 GB, HD#2: 1024 GB",1084
Tuesday-August-3,Family-Web -dispatcher-OoDw,N/A,1,HD#1: 25 GB,25
Tuesday-August-3,concrete-2-i4LC,N/A,1,HD#1: 150 GB,150
Tuesday-August-3,IGI-Axapta-APP-yIZe,N/A,1,HD#1: 110 GB,110
Tuesday-August-3,Family-Corp-HANA-DEV-jnC6,N/A,1,HD#1: 1500 GB,1500
Tuesday-August-3,SAP-ROUTER-vyos,N/A,2,"HD#1: 40 GB, HD#2: 40 GB",80
Tuesday-August-3,hefny-pharma-5l7S,N/A,1,HD#1: 500 GB,500
Tuesday-August-3,ser19-DbcF,N/A,1,HD#1: 600 GB,600
Tuesday-August-3,DP-S4H-APP-PRD-RgdR,N/A,2,"HD#1: 60 GB, HD#2: 246 GB",306
Tuesday-August-3,ACT-VM-02-MAgt,N/A,1,HD#1: 500 GB,500
Tuesday-August-3,machine2-NyKd,N/A,1,HD#1: 250 GB,250
Tuesday-August-3,DP-HANA-Cockpit-6lDc,N/A,2,"HD#1: 60 GB, HD#2: 52 GB",112
Tuesday-August-3,4Am-DAXRDS-yhsv-Copy-10GU,N/A,1,HD#1: 250 GB,250
Tuesday-August-3,Elbatal-VM-HeOb,N/A,1,HD#1: 180 GB,180
Tuesday-August-3,ADC-fpzQ,N/A,1,HD#1: 40 GB,40
Tuesday-August-3,Alfa-DAXRDS-zvo6,N/A,1,HD#1: 250 GB,250
Tuesday-August-3,DP-Business-Int-h9iA,N/A,2,"HD#1: 214 GB, HD#2: 250 GB",464
Tuesday-August-3,Solex-Oxv0,N/A,2,"HD#1: 200 GB, HD#2: 1049 GB",1249
Tuesday-August-3,ACt-VM-05-WlaE,N/A,1,HD#1: 500 GB,500
Tuesday-August-3,Future-ERP-01-mj5z,N/A,3,"HD#1: 120 GB, HD#2: 380 GB, HD#3: 380 GB",880
Tuesday-August-3,Rentex-VM-B4AZ,N/A,1,HD#1: 1024 GB,1024
Tuesday-August-3,GlobalTech-Ubu-SAVs,N/A,1,HD#1: 400 GB,400
Tuesday-August-3,DP-S4H-DB-PRD-6x2M,N/A,2,"HD#1: 60 GB, HD#2: 918 GB",978
Tuesday-August-3,Alfa-Test 10 Days-16Sk,N/A,1,HD#1: 400 GB,400
Tuesday-August-3,Alfa-DAXEP-O9sY,N/A,1,HD#1: 250 GB,250
Tuesday-August-3,Alfa-DAXRPT-bA5n,N/A,1,HD#1: 650 GB,650
Tuesday-August-3,PRO_ODOOOVF-rUDa,N/A,1,HD#1: 500 GB,500
Tuesday-August-3,mailbox server-01-F4Ms,N/A,1,HD#1: 60 GB,60
Tuesday-August-3,Alfa-DAXRT-Yqno,N/A,1,HD#1: 250 GB,250
Tuesday-August-3,ping test-GDpi,N/A,1,HD#1: 100 GB,100
Tuesday-August-3,Hamd-RootCA-M8aT,N/A,2,"HD#1: 80 GB, HD#2: 420 GB",500
Tuesday-August-3,Esxi-03-yAu6,N/A,2,"HD#1: 80 GB, HD#2: 420 GB",500
Tuesday-August-3,Client-7ug4,N/A,1,HD#1: 40 GB,40
Tuesday-August-3,CRM-siko,N/A,1,HD#1: 340 GB,340
Tuesday-August-3,Alfa-Backup-us3m,N/A,2,"HD#1: 80 GB, HD#2: 2048 GB",2128
Tuesday-August-3,dns&veam&stoage-q5zH,N/A,2,"HD#1: 300 GB, HD#2: 350 GB",650
Tuesday-August-3,Alfa-ADD-ySut,N/A,1,HD#1: 300 GB,300
Tuesday-August-3,Alfa-DAXAOSB-YyLF,N/A,1,HD#1: 250 GB,250
Tuesday-August-3,Alfa-DAXDB-7Qts,N/A,1,HD#1: 1250 GB,1250
Tuesday-August-3,venus-app-twM3,N/A,2,"HD#1: 100 GB, HD#2: 100 GB",200
Tuesday-August-3,Wahba-AD-TiZL,N/A,1,HD#1: 300 GB,300
Tuesday-August-3,HAProxy-PvxS,N/A,1,HD#1: 300 GB,300
Tuesday-August-3,solex-solman7-2-PnPZ,N/A,1,HD#1: 600 GB,600
Tuesday-August-3,front-end-01-p8aV,N/A,1,HD#1: 160 GB,160
Tuesday-August-3,Developer-VM2-Ddj3,N/A,2,"HD#1: 400 GB, HD#2: 100 GB",500
Tuesday-August-3,Wahba-IMSVA-2RzS,N/A,1,HD#1: 200 GB,200
Tuesday-August-3,Wahba-Exchange-I6xk,N/A,1,HD#1: 500 GB,500
Tuesday-August-3,windows-2016-JY8V,N/A,1,HD#1: 100 GB,100
Tuesday-August-3,Copy-Developer-VM1-rxGz-Njvp,N/A,1,HD#1: 260 GB,260
Tuesday-August-3,Wahba-Win10-XrBT,N/A,1,HD#1: 100 GB,100
Tuesday-August-3,Hamd-HAProxy-1UmZ,N/A,1,HD#1: 128 GB,128
Tuesday-August-3,WPEU1MB9001-cfmy,N/A,1,HD#1: 100 GB,100
Tuesday-August-3,WPEU1DCPOOL-kx0o,N/A,1,HD#1: 100 GB,100
Tuesday-August-3,WPEU1DCM101-sEHM,N/A,1,HD#1: 100 GB,100
